Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Namount
9/28/20,9/28/20,9/28/20,,Interest Payment,INT,,,$0.02,$0.00
10/1/20,10/1/20,10/1/20,,ACH Deposit,ACH,,,"$1,743.00",$0.00
10/2/20,10/2/20,10/4/20,AAPL,Apple\nCUSIP: 037833100,Buy,3.224102,$126.26,($407.08),$407.08
10/5/20,10/5/20,10/7/20,AAPL,Apple\nCUSIP: 037833100,Buy,4.857594,$126.63,($615.12),$615.12
10/7/20,10/7/20,10/9/20,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.007911,$91.71,($184.15),$184.15
10/9/20,10/9/20,10/11/20,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,2.330926,$77.00,($179.48),$179.48
10/12/20,10/12/20,10/14/20,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.256534,$516.45,($132.49),$132.49
10/12/20,10/12/20,10/12/20,AAPL,Cash Div: R/D 2020-10-12 P/D 2020-10-12 - 11.012116 shares at 0.1326,CDIV,,,$1.46,$0.00
10/14/20,10/14/20,10/16/20,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.942294,$92.31,($86.98),$86.98
10/15/20,10/15/20,10/15/20,,ACH Deposit,ACH,,,"$1,029.00",$0.00
10/16/20,10/16/20,10/18/20,META,Meta Platforms\nCUSIP: 30303M102,Buy,3.038017,$168.63,($512.30),$512.30
10/19/20,10/19/20,10/21/20,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.740198,$199.24,($346.72),$346.72
10/21/20,10/21/20,10/23/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.859531,$144.95,($124.59),$124.59
10/23/20,10/23/20,10/25/20,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.114298,$520.50,($59.49),$59.49
10/26/20,10/26/20,10/28/20,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.343033,$169.95,($58.30),$58.30
10/27/20,10/27/20,10/27/20,AAPL,Cash Div: R/D 2020-10-27 P/D 2020-10-27 - 11.012116 shares at 0.1326,CDIV,,,$1.46,$0.00
10/27/20,10/27/20,10/27/20,AVGO,Cash Div: R/D 2020-10-27 P/D 2020-10-27 - 1.816260 shares at 1.4425,CDIV,,,$2.62,$0.00
10/28/20,10/28/20,10/30/20,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.272686,$200.25,($54.61),$54.61
10/28/20,10/28/20,10/28/20,,Interest Payment,INT,,,$0.02,$0.00
11/1/20,11/1/20,11/1/20,,ACH Deposit,ACH,,,"$2,325.00",$0.00
11/2/20,11/2/20,11/4/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.349762,$145.72,($488.13),$488.13
11/4/20,11/4/20,11/6/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.696811,$145.82,($539.07),$539.07
11/6/20,11/6/20,11/8/20,META,Meta Platforms\nCUSIP: 30303M102,Buy,3.024867,$171.10,($517.55),$517.55
11/9/20,11/9/20,11/11/20,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.644473,$201.22,($330.90),$330.90
11/11/20,11/11/20,11/13/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.324074,$146.10,($193.45),$193.45
11/13/20,11/13/20,11/15/20,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.701014,$171.69,($120.36),$120.36
11/15/20,11/15/20,11/15/20,,ACH Deposit,ACH,,,$901.00,$0.00
11/16/20,11/16/20,11/18/20,AMZN,Amazon\nCUSIP: 023135106,Buy,3.029223,$105.98,($321.04),$321.04
11/18/20,11/18/20,11/20/20,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.966199,$172.03,($166.22),$166.22
11/20/20,11/20/20,11/22/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.892793,$146.32,($130.63),$130.63
11/23/20,11/23/20,11/25/20,AMZN,Amazon\nCUSIP: 023135106,Buy,2.144171,$106.28,($227.88),$227.88
11/25/20,11/25/20,11/27/20,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.265901,$94.55,($119.69),$119.69
11/27/20,11/27/20,11/29/20,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.700369,$94.60,($66.25),$66.25
11/27/20,11/27/20,11/27/20,NVDA,Cash Div: R/D 2020-11-27 P/D 2020-11-27 - 13.330482 shares at 0.0338,CDIV,,,$0.45,$0.00
11/28/20,11/28/20,11/28/20,,Interest Payment,INT,,,$0.02,$0.00
12/1/20,12/1/20,12/1/20,,ACH Deposit,ACH,,,"$1,048.00",$0.00
12/2/20,12/2/20,12/4/20,AVGO,Broadcom\nCUSIP: 11135F101,Buy,1.004891,$527.58,($530.16),$530.16
12/4/20,12/4/20,12/6/20,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.24114,$201.96,($250.66),$250.66
12/7/20,12/7/20,12/9/20,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.515817,$201.95,($104.17),$104.17
12/9/20,12/9/20,12/11/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.836699,$146.29,($122.40),$122.40
12/11/20,12/11/20,12/13/20,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.21532,$201.91,($43.48),$43.48
12/15/20,12/15/20,12/15/20,,ACH Deposit,ACH,,,"$1,719.00",$0.00
12/16/20,12/16/20,12/18/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,5.686733,$146.15,($831.12),$831.12
12/18/20,12/18/20,12/20/20,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,4.289437,$94.90,($407.07),$407.07
12/21/20,12/21/20,12/23/20,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.379595,$146.02,($201.45),$201.45
12/23/20,12/23/20,12/25/20,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.415016,$94.93,($134.33),$134.33
12/25/20,12/25/20,12/27/20,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.23294,$527.37,($122.85),$122.85
12/28/20,12/28/20,12/30/20,AMZN,Amazon\nCUSIP: 023135106,Buy,0.317814,$107.01,($34.01),$34.01
12/28/20,12/28/20,12/28/20,,Interest Payment,INT,,,$0.02,$0.00
1/1/21,1/1/21,1/1/21,,ACH Deposit,ACH,,,"$2,343.00",$0.00
1/1/21,1/1/21,1/3/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.331625,$145.68,($485.35),$485.35
1/4/21,1/4/21,1/6/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,5.453954,$94.95,($517.85),$517.85
1/6/21,1/6/21,1/8/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.796136,$526.70,($419.32),$419.32
1/8/21,1/8/21,1/10/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.970211,$145.44,($431.99),$431.99
1/11/21,1/11/21,1/13/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.763503,$94.95,($167.44),$167.44
1/13/21,1/13/21,1/15/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.688919,$145.27,($100.08),$100.08
1/15/21,1/15/21,1/15/21,,ACH Deposit,ACH,,,"$1,699.00",$0.00
1/15/21,1/15/21,1/17/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.75304,$173.16,($476.72),$476.72
1/15/21,1/15/21,1/17/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Sell,2.106141,$93.97,$197.91,$197.91
1/18/21,1/18/21,1/20/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.21932,$200.79,($445.62),$445.62
1/20/21,1/20/21,1/22/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.645019,$200.73,($330.20),$330.20
1/22/21,1/22/21,1/24/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.827342,$525.84,($435.05),$435.05
1/25/21,1/25/21,1/27/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.798227,$94.99,($170.81),$170.81
1/27/21,1/27/21,1/29/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.868347,$200.55,($174.15),$174.15
1/27/21,1/27/21,1/27/21,AAPL,Cash Div: R/D 2021-01-27 P/D 2021-01-27 - 11.012116 shares at 0.1326,CDIV,,,$1.46,$0.00
1/27/21,1/27/21,1/27/21,AVGO,Cash Div: R/D 2021-01-27 P/D 2021-01-27 - 4.677569 shares at 1.4409,CDIV,,,$6.74,$0.00
1/28/21,1/28/21,1/28/21,,Interest Payment,INT,,,$0.03,$0.00
1/29/21,1/29/21,1/31/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.575853,$173.28,($99.78),$99.78
2/1/21,2/1/21,2/1/21,,ACH Deposit,ACH,,,"$1,524.00",$0.00
2/1/21,2/1/21,2/3/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.059575,$144.76,($298.14),$298.14
2/3/21,2/3/21,2/5/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,5.765367,$95.08,($548.17),$548.17
2/5/21,2/5/21,2/7/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.030885,$144.70,($293.87),$293.87
2/8/21,2/8/21,2/10/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.124568,$200.42,($225.39),$225.39
2/10/21,2/10/21,2/12/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.138905,$525.80,($73.04),$73.04
2/12/21,2/12/21,2/14/21,AAPL,Apple\nCUSIP: 037833100,Buy,0.516363,$130.73,($67.50),$67.50
2/12/21,2/12/21,2/12/21,AAPL,Cash Div: R/D 2021-02-12 P/D 2021-02-12 - 11.528479 shares at 0.1327,CDIV,,,$1.53,$0.00
2/15/21,2/15/21,2/15/21,,ACH Deposit,ACH,,,"$1,886.00",$0.00
2/15/21,2/15/21,2/17/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,5.212326,$144.65,($753.96),$753.96
2/17/21,2/17/21,2/19/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.228782,$173.87,($387.52),$387.52
2/19/21,2/19/21,2/21/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.235813,$200.57,($247.87),$247.87
2/22/21,2/22/21,2/24/21,AAPL,Apple\nCUSIP: 037833100,Buy,1.86459,$131.03,($244.32),$244.32
2/24/21,2/24/21,2/26/21,AMZN,Amazon\nCUSIP: 023135106,Buy,1.140693,$108.09,($123.30),$123.30
2/26/21,2/26/21,2/28/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.687491,$144.80,($99.55),$99.55
2/28/21,2/28/21,2/28/21,,Interest Payment,INT,,,$0.02,$0.00
3/1/21,3/1/21,3/1/21,,ACH Deposit,ACH,,,"$1,278.00",$0.00
3/1/21,3/1/21,3/3/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,7.620939,$78.22,($596.11),$596.11
3/3/21,3/3/21,3/5/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.149767,$174.81,($375.80),$375.80
3/5/21,3/5/21,3/7/21,AAPL,Apple\nCUSIP: 037833100,Buy,1.557753,$131.57,($204.95),$204.95
3/8/21,3/8/21,3/10/21,AMZN,Amazon\nCUSIP: 023135106,Buy,0.46542,$108.78,($50.63),$50.63
3/10/21,3/10/21,3/12/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.137359,$529.75,($72.77),$72.77
3/12/21,3/12/21,3/14/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.251917,$201.77,($50.83),$50.83
3/12/21,3/12/21,3/12/21,AAPL,Cash Div: R/D 2021-03-12 P/D 2021-03-12 - 14.950822 shares at 0.1324,CDIV,,,$1.98,$0.00
3/15/21,3/15/21,3/15/21,,ACH Deposit,ACH,,,"$1,087.00",$0.00
3/15/21,3/15/21,3/17/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.887364,$145.54,($274.69),$274.69
3/17/21,3/17/21,3/19/21,AMZN,Amazon\nCUSIP: 023135106,Buy,2.595861,$109.47,($284.17),$284.17
3/19/21,3/19/21,3/21/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.997309,$145.81,($145.42),$145.42
3/22/21,3/22/21,3/24/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.922014,$146.04,($134.65),$134.65
3/24/21,3/24/21,3/26/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.453385,$177.22,($80.35),$80.35
3/26/21,3/26/21,3/28/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.530175,$97.35,($51.61),$51.61
3/28/21,3/28/21,3/28/21,,Interest Payment,INT,,,$0.03,$0.00
3/29/21,3/29/21,3/31/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.380145,$203.79,($77.47),$77.47
4/1/21,4/1/21,4/1/21,,ACH Deposit,ACH,,,"$1,100.00",$0.00
4/2/21,4/2/21,4/4/21,AAPL,Apple\nCUSIP: 037833100,Buy,3.120595,$134.11,($418.50),$418.50
4/5/21,4/5/21,4/7/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.406669,$539.30,($219.32),$219.32
4/7/21,4/7/21,4/9/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.757478,$205.26,($155.48),$155.48
4/9/21,4/9/21,4/11/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,1.013285,$98.68,($99.99),$99.99
4/12/21,4/12/21,4/14/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.492661,$148.27,($73.05),$73.05
4/14/21,4/14/21,4/16/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.655859,$180.94,($118.67),$118.67
4/15/21,4/15/21,4/15/21,,ACH Deposit,ACH,,,"$1,014.00",$0.00
4/16/21,4/16/21,4/18/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.331354,$148.80,($495.71),$495.71
4/19/21,4/19/21,4/21/21,AAPL,Apple\nCUSIP: 037833100,Buy,1.296381,$136.49,($176.94),$176.94
4/21/21,4/21/21,4/23/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.043707,$182.46,($190.43),$190.43
4/23/21,4/23/21,4/25/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.154705,$549.33,($84.98),$84.98
4/26/21,4/26/21,4/28/21,AAPL,Apple\nCUSIP: 037833100,Buy,0.535797,$137.63,($73.74),$73.74
4/27/21,4/27/21,4/27/21,AVGO,Cash Div: R/D 2021-04-27 P/D 2021-04-27 - 5.515207 shares at 1.4397,CDIV,,,$7.94,$0.00
4/28/21,4/28/21,4/30/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.338029,$209.66,($70.87),$70.87
4/28/21,4/28/21,4/28/21,,Interest Payment,INT,,,$0.02,$0.00
5/1/21,5/1/21,5/1/21,,ACH Deposit,ACH,,,"$2,113.00",$0.00
5/3/21,5/3/21,5/5/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,9.866273,$82.07,($809.73),$809.73
5/5/21,5/5/21,5/7/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,3.649587,$151.79,($553.97),$553.97
5/7/21,5/7/21,5/9/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.725995,$186.37,($321.67),$321.67
5/10/21,5/10/21,5/12/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,1.656437,$82.77,($137.10),$137.10
5/12/21,5/12/21,5/14/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.742354,$187.70,($139.34),$139.34
5/14/21,5/14/21,5/16/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.372012,$213.75,($79.52),$79.52
5/15/21,5/15/21,5/15/21,,ACH Deposit,ACH,,,"$2,422.00",$0.00
5/17/21,5/17/21,5/19/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,8.712567,$83.51,($727.59),$727.59
5/19/21,5/19/21,5/21/21,AAPL,Apple\nCUSIP: 037833100,Buy,2.963831,$141.94,($420.69),$420.69
5/21/21,5/21/21,5/23/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.973182,$104.29,($310.07),$310.07
5/24/21,5/24/21,5/26/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,2.765517,$84.27,($233.05),$233.05
5/26/21,5/26/21,5/28/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.418577,$217.10,($307.97),$307.97
5/28/21,5/28/21,5/30/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.723495,$217.67,($157.48),$157.48
5/28/21,5/28/21,5/28/21,,Interest Payment,INT,,,$0.07,$0.00
5/31/21,5/31/21,6/2/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.923689,$193.03,($178.30),$178.30
6/1/21,6/1/21,6/1/21,,ACH Deposit,ACH,,,$925.00,$0.00
6/2/21,6/2/21,6/4/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,2.087358,$157.07,($327.86),$327.86
6/4/21,6/4/21,6/6/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.032743,$219.68,($226.87),$226.87
6/7/21,6/7/21,6/9/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,1.448385,$85.83,($124.31),$124.31
6/9/21,6/9/21,6/11/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.573207,$158.45,($90.82),$90.82
6/11/21,6/11/21,6/13/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.2206,$585.82,($129.23),$129.23
6/12/21,6/12/21,6/12/21,AAPL,Cash Div: R/D 2021-06-12 P/D 2021-06-12 - 22.867426 shares at 0.1329,CDIV,,,$3.04,$0.00
6/12/21,6/12/21,6/12/21,NVDA,Cash Div: R/D 2021-06-12 P/D 2021-06-12 - 52.155395 shares at 0.0337,CDIV,,,$1.76,$0.00
6/14/21,6/14/21,6/16/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,0.902917,$86.61,($78.20),$78.20
6/15/21,6/15/21,6/15/21,,ACH Deposit,ACH,,,"$1,487.00",$0.00
6/16/21,6/16/21,6/18/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.567989,$589.77,($334.98),$334.98
6/18/21,6/18/21,6/20/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,1.851228,$223.69,($414.10),$414.10
6/21/21,6/21/21,6/23/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.401678,$160.78,($225.36),$225.36
6/23/21,6/23/21,6/25/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.735714,$161.16,($279.73),$279.73
6/25/21,6/25/21,6/27/21,AMZN,Amazon\nCUSIP: 023135106,Buy,0.795695,$125.08,($99.53),$99.53
6/27/21,6/27/21,6/27/21,AAPL,Cash Div: R/D 2021-06-27 P/D 2021-06-27 - 22.867426 shares at 0.1329,CDIV,,,$3.04,$0.00
6/27/21,6/27/21,6/27/21,AVGO,Cash Div: R/D 2021-06-27 P/D 2021-06-27 - 6.303796 shares at 1.4404,CDIV,,,$9.08,$0.00
6/28/21,6/28/21,6/30/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.628641,$226.44,($142.35),$142.35
6/28/21,6/28/21,6/28/21,,Interest Payment,INT,,,$0.04,$0.00
6/30/21,6/30/21,7/2/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,0.369316,$110.55,($40.83),$40.83
7/1/21,7/1/21,7/1/21,,ACH Deposit,ACH,,,"$2,113.00",$0.00
7/2/21,7/2/21,7/4/21,AMZN,Amazon\nCUSIP: 023135106,Buy,6.692837,$126.33,($845.51),$845.51
7/5/21,7/5/21,7/7/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.54238,$604.09,($327.65),$327.65
7/7/21,7/7/21,7/9/21,AAPL,Apple\nCUSIP: 037833100,Buy,1.412991,$151.84,($214.55),$214.55
7/9/21,7/9/21,7/11/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.936836,$164.01,($317.66),$317.66
7/12/21,7/12/21,7/14/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,1.491529,$89.52,($133.52),$133.52
7/12/21,7/12/21,7/12/21,NVDA,Cash Div: R/D 2021-07-12 P/D 2021-07-12 - 57.229623 shares at 0.0337,CDIV,,,$1.93,$0.00
7/14/21,7/14/21,7/16/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.760057,$230.48,($175.18),$175.18
7/15/21,7/15/21,7/15/21,,ACH Deposit,ACH,,,"$2,446.00",$0.00
7/16/21,7/16/21,7/18/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,2.646347,$205.70,($544.35),$544.35
7/16/21,7/16/21,7/18/21,AAPL,Apple\nCUSIP: 037833100,Sell,3.282594,$154.70,$507.82,$507.82
7/19/21,7/19/21,7/21/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,1.785127,$613.45,"($1,095.09)","$1,095.09"
7/21/21,7/21/21,7/23/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,2.256268,$232.06,($523.59),$523.59
7/23/21,7/23/21,7/25/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.319781,$166.15,($219.28),$219.28
7/26/21,7/26/21,7/28/21,AVGO,Broadcom\nCUSIP: 11135F101,Buy,0.262953,$617.61,($162.40),$162.40
7/27/21,7/27/21,7/27/21,AAPL,Cash Div: R/D 2021-07-27 P/D 2021-07-27 - 20.997823 shares at 0.1329,CDIV,,,$2.79,$0.00
7/28/21,7/28/21,7/30/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.778409,$233.48,($181.74),$181.74
7/28/21,7/28/21,7/28/21,,Interest Payment,INT,,,$0.08,$0.00
7/30/21,7/30/21,8/1/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.029105,$167.07,($171.93),$171.93
8/1/21,8/1/21,8/1/21,,ACH Deposit,ACH,,,"$1,812.00",$0.00
8/2/21,8/2/21,8/4/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,7.027228,$91.23,($641.09),$641.09
8/4/21,8/4/21,8/6/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,4.774314,$115.06,($549.33),$549.33
8/6/21,8/6/21,8/8/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.490364,$167.88,($250.20),$250.20
8/9/21,8/9/21,8/11/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.749819,$210.72,($158.00),$158.00
8/11/21,8/11/21,8/13/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,0.578473,$168.38,($97.40),$97.40
8/12/21,8/12/21,8/12/21,AAPL,Cash Div: R/D 2021-08-12 P/D 2021-08-12 - 20.997823 shares at 0.1329,CDIV,,,$2.79,$0.00
8/12/21,8/12/21,8/12/21,AVGO,Cash Div: R/D 2021-08-12 P/D 2021-08-12 - 8.894256 shares at 1.4403,CDIV,,,$12.81,$0.00
8/13/21,8/13/21,8/15/21,AMZN,Amazon\nCUSIP: 023135106,Buy,1.263777,$132.45,($167.39),$167.39
8/15/21,8/15/21,8/15/21,,ACH Deposit,ACH,,,"$1,383.00",$0.00
8/16/21,8/16/21,8/18/21,AMZN,Amazon\nCUSIP: 023135106,Buy,4.383744,$132.77,($582.03),$582.03
8/18/21,8/18/21,8/20/21,AMD,Advanced Micro Devices\nCUSIP: 007903107,Buy,2.001839,$116.35,($232.91),$232.91
8/20/21,8/20/21,8/22/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,1.416551,$212.45,($300.95),$300.95
8/23/21,8/23/21,8/25/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.996754,$212.86,($212.17),$212.17
8/25/21,8/25/21,8/27/21,GOOGL,Alphabet Class A\nCUSIP: 02079K305,Buy,1.229951,$92.45,($113.71),$113.71
8/27/21,8/27/21,8/29/21,TSLA,Tesla\nCUSIP: 88160R101,Buy,0.315043,$237.74,($74.90),$74.90
8/27/21,8/27/21,8/27/21,AAPL,Cash Div: R/D 2021-08-27 P/D 2021-08-27 - 20.997823 shares at 0.1329,CDIV,,,$2.79,$0.00
8/28/21,8/28/21,8/28/21,,Interest Payment,INT,,,$0.02,$0.00
8/30/21,8/30/21,9/1/21,AMZN,Amazon\nCUSIP: 023135106,Buy,0.275105,$134.03,($36.87),$36.87
9/1/21,9/1/21,9/1/21,,ACH Deposit,ACH,,,$877.00,$0.00
9/1/21,9/1/21,9/3/21,NVDA,NVIDIA\nCUSIP: 67066G104,Buy,1.809376,$169.79,($307.21),$307.21
9/3/21,9/3/21,9/5/21,META,Meta Platforms\nCUSIP: 30303M102,Buy,0.6732,$214.11,($144.14),$144.14
